task_id,asset_id,department,task_type,maintenance_type,section_id,location_code,description,reported_date,due_date,estimated_duration_min,status,criticality,urgency,operational_impact,can_be_rescheduled,priority_score,priority_category,required_block_type,is_overdue,source_defect_id,base_priority_score,priority_source,priority_override_reason
TASK_000458,AST_000006,S&T,REPAIR,REPAIR,SEC_006,LOC_007,Synthetic relay maintenance activity,2026-07-24,2026-10-21,90,PENDING,94.3,15.4,54.0,TRUE,51.12,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000255,51.12,RULE_BASED,
TASK_000459,AST_000013,ENGINEERING,REPLACEMENT,REPLACEMENT,SEC_003,LOC_004,Synthetic bridge maintenance activity,2026-05-14,2026-10-29,240,CANCELLED,54.3,51.8,30.3,FALSE,42.12,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000142,42.12,RULE_BASED,
TASK_000460,AST_000020,TRD,TESTING,TESTING,SEC_010,LOC_005,Synthetic isolator maintenance activity,2026-04-01,2026-10-26,180,SCHEDULED,63.2,73.2,20.0,TRUE,49.08,MEDIUM,POWER_BLOCK,FALSE,DEF_000229,49.08,RULE_BASED,
TASK_000461,AST_000027,S&T,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_007,LOC_007,Synthetic point_machine maintenance activity,2026-02-24,2026-10-22,60,COMPLETED,50.8,88.7,57.5,FALSE,58.76,MEDIUM,SIGNAL_BLOCK,FALSE,,58.76,RULE_BASED,
TASK_000462,AST_000034,ENGINEERING,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_004,LOC_004,Synthetic culvert maintenance activity,2026-08-30,2026-10-17,90,SCHEDULED,82.4,0.2,47.4,TRUE,40.75,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000253,40.75,RULE_BASED,
TASK_000463,AST_000041,TRD,INSPECTION,INSPECTION,SEC_001,LOC_001,Synthetic feeder maintenance activity,2026-08-05,2026-10-29,180,COMPLETED,89.8,88.5,53.1,FALSE,71.26,HIGH,POWER_BLOCK,FALSE,,71.26,RULE_BASED,
TASK_000464,AST_000048,S&T,REPAIR,REPAIR,SEC_008,LOC_009,Synthetic signal maintenance activity,2026-09-06,2026-10-22,90,COMPLETED,56.3,24.3,32.5,FALSE,35.12,LOW,SIGNAL_BLOCK,FALSE,DEF_000077,35.12,RULE_BASED,
TASK_000465,AST_000005,TRD,REPLACEMENT,REPLACEMENT,SEC_005,LOC_006,Synthetic ohe maintenance activity,2026-07-26,2026-10-05,90,COMPLETED,56.6,62.8,24.0,FALSE,44.65,MEDIUM,POWER_BLOCK,FALSE,DEF_000064,44.65,RULE_BASED,
TASK_000466,AST_000012,S&T,TESTING,TESTING,SEC_002,LOC_002,Synthetic track_circuit maintenance activity,2026-04-15,2026-10-29,60,IN_PROGRESS,62.0,100.0,40.5,FALSE,61.82,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000001,61.82,RULE_BASED,
TASK_000467,AST_000019,ENGINEERING,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_009,LOC_009,Synthetic bridge maintenance activity,2026-06-07,2026-09-04,180,PENDING,79.6,100.0,50.0,TRUE,80.36,CRITICAL,TRAFFIC_BLOCK,TRUE,,80.36,RULE_BASED,
TASK_000468,AST_000026,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_006,LOC_006,Synthetic isolator maintenance activity,2026-08-18,2026-10-27,90,COMPLETED,79.3,0.0,22.4,FALSE,33.35,LOW,POWER_BLOCK,FALSE,DEF_000225,33.35,RULE_BASED,
TASK_000469,AST_000033,S&T,INSPECTION,INSPECTION,SEC_003,LOC_003,Synthetic track_circuit maintenance activity,2026-04-20,2026-10-26,240,COMPLETED,80.7,0.0,40.3,FALSE,38.32,LOW,SIGNAL_BLOCK,FALSE,,38.32,RULE_BASED,
TASK_000470,AST_000040,ENGINEERING,REPAIR,REPAIR,SEC_010,LOC_005,Synthetic track maintenance activity,2026-04-19,2026-10-28,240,PENDING,49.9,43.8,52.7,TRUE,43.78,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000299,43.78,RULE_BASED,
TASK_000471,AST_000047,TRD,REPLACEMENT,REPLACEMENT,SEC_007,LOC_008,Synthetic substation maintenance activity,2026-08-22,2026-10-25,30,COMPLETED,84.5,71.6,63.8,FALSE,67.0,HIGH,POWER_BLOCK,FALSE,DEF_000186,67.0,RULE_BASED,
TASK_000472,AST_000004,ENGINEERING,TESTING,TESTING,SEC_004,LOC_005,Synthetic turnout maintenance activity,2026-06-07,2026-10-24,30,PENDING,87.4,25.5,50.0,TRUE,50.74,MEDIUM,TRAFFIC_BLOCK,FALSE,,50.74,RULE_BASED,
TASK_000473,AST_000011,TRD,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_001,LOC_002,Synthetic switching_equipment maintenance activity,2026-09-07,2026-10-24,60,COMPLETED,69.6,0.0,35.9,FALSE,33.33,LOW,POWER_BLOCK,FALSE,,33.33,RULE_BASED,
TASK_000474,AST_000018,S&T,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_008,LOC_009,Synthetic interlocking_equipment maintenance activity,2026-05-25,2026-10-27,240,COMPLETED,94.2,0.0,54.6,FALSE,46.62,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000297,46.62,RULE_BASED,
TASK_000475,AST_000025,ENGINEERING,INSPECTION,INSPECTION,SEC_005,LOC_006,Synthetic turnout maintenance activity,2026-08-26,2026-10-05,30,PENDING,94.7,52.4,34.9,TRUE,57.59,MEDIUM,TRAFFIC_BLOCK,FALSE,,57.59,RULE_BASED,
TASK_000476,AST_000032,TRD,REPAIR,REPAIR,SEC_002,LOC_002,Synthetic substation maintenance activity,2026-08-10,2026-10-29,75,COMPLETED,72.1,100.0,23.8,FALSE,61.18,MEDIUM,POWER_BLOCK,FALSE,DEF_000121,61.18,RULE_BASED,
TASK_000477,AST_000039,S&T,REPLACEMENT,REPLACEMENT,SEC_009,LOC_010,Synthetic signal maintenance activity,2026-04-19,2026-10-05,75,COMPLETED,91.8,28.6,65.4,FALSE,57.06,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000008,57.06,RULE_BASED,
TASK_000478,AST_000046,ENGINEERING,TESTING,TESTING,SEC_006,LOC_007,Synthetic turnout maintenance activity,2026-04-21,2026-10-27,90,PENDING,52.0,100.0,44.5,TRUE,59.32,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000295,59.32,RULE_BASED,
TASK_000479,AST_000003,S&T,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_003,LOC_004,Synthetic relay maintenance activity,2026-02-04,2026-10-26,90,CANCELLED,55.7,100.0,24.4,FALSE,55.6,MEDIUM,SIGNAL_BLOCK,FALSE,,55.6,RULE_BASED,
TASK_000480,AST_000010,ENGINEERING,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_010,LOC_011,Synthetic points maintenance activity,2026-04-23,2026-10-28,75,CANCELLED,83.3,0.0,81.8,FALSE,49.6,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000169,49.6,RULE_BASED,
TASK_000481,AST_000017,TRD,INSPECTION,INSPECTION,SEC_007,LOC_007,Synthetic substation maintenance activity,2026-04-19,2026-10-25,120,COMPLETED,66.6,43.6,18.8,FALSE,41.09,MEDIUM,POWER_BLOCK,FALSE,,41.09,RULE_BASED,
TASK_000482,AST_000024,S&T,REPAIR,REPAIR,SEC_004,LOC_005,Synthetic interlocking_equipment maintenance activity,2026-08-03,2026-10-09,75,PENDING,66.7,84.3,27.4,TRUE,55.48,MEDIUM,SIGNAL_BLOCK,FALSE,,55.48,RULE_BASED,
TASK_000483,AST_000031,ENGINEERING,REPLACEMENT,REPLACEMENT,SEC_001,LOC_002,Synthetic turnout maintenance activity,2026-08-02,2026-10-24,240,PENDING,40.4,8.5,20.1,TRUE,21.71,LOW,TRAFFIC_BLOCK,FALSE,DEF_000280,21.71,RULE_BASED,
TASK_000484,AST_000038,TRD,TESTING,TESTING,SEC_008,LOC_008,Synthetic switching_equipment maintenance activity,2026-07-31,2026-10-24,90,COMPLETED,95.1,0.0,44.2,FALSE,44.33,MEDIUM,POWER_BLOCK,FALSE,DEF_000167,44.33,RULE_BASED,
TASK_000485,AST_000045,S&T,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_005,LOC_006,Synthetic signal maintenance activity,2026-06-20,2026-10-16,120,PENDING,42.3,100.0,19.0,TRUE,49.56,MEDIUM,SIGNAL_BLOCK,FALSE,,49.56,RULE_BASED,
TASK_000486,AST_000002,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_002,LOC_002,Synthetic isolator maintenance activity,2026-08-17,2026-09-28,75,PENDING,63.8,39.3,37.7,TRUE,43.54,MEDIUM,POWER_BLOCK,FALSE,DEF_000241,43.54,RULE_BASED,
TASK_000487,AST_000009,S&T,INSPECTION,INSPECTION,SEC_009,LOC_010,Synthetic point_machine maintenance activity,2026-07-20,2026-10-09,150,PENDING,89.0,100.0,51.6,TRUE,74.05,HIGH,SIGNAL_BLOCK,FALSE,,74.05,RULE_BASED,
TASK_000488,AST_000016,ENGINEERING,REPAIR,REPAIR,SEC_006,LOC_006,Synthetic bridge maintenance activity,2026-06-17,2026-10-26,180,COMPLETED,55.3,41.9,28.4,FALSE,39.02,LOW,TRAFFIC_BLOCK,FALSE,DEF_000065,39.02,RULE_BASED,
TASK_000489,AST_000023,TRD,REPLACEMENT,REPLACEMENT,SEC_003,LOC_003,Synthetic feeder maintenance activity,2026-07-21,2026-10-21,150,COMPLETED,55.6,50.5,56.4,FALSE,48.71,MEDIUM,POWER_BLOCK,FALSE,DEF_000102,48.71,RULE_BASED,
TASK_000490,AST_000030,S&T,TESTING,TESTING,SEC_010,LOC_005,Synthetic track_circuit maintenance activity,2026-06-06,2026-09-13,45,COMPLETED,88.6,98.5,28.1,FALSE,67.58,HIGH,SIGNAL_BLOCK,FALSE,DEF_000189,67.58,RULE_BASED,
TASK_000491,AST_000037,ENGINEERING,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_007,LOC_008,Synthetic turnout maintenance activity,2026-04-12,2026-10-15,120,SCHEDULED,81.9,0.0,62.4,TRUE,44.26,MEDIUM,TRAFFIC_BLOCK,FALSE,,44.26,RULE_BASED,
TASK_000492,AST_000044,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_004,LOC_004,Synthetic substation maintenance activity,2026-07-13,2026-10-09,75,COMPLETED,56.3,89.2,21.7,FALSE,51.89,MEDIUM,POWER_BLOCK,FALSE,DEF_000063,51.89,RULE_BASED,
TASK_000493,AST_000001,ENGINEERING,INSPECTION,INSPECTION,SEC_001,LOC_001,Synthetic culvert maintenance activity,2026-04-27,2026-10-17,150,COMPLETED,50.3,81.9,53.4,FALSE,55.52,MEDIUM,TRAFFIC_BLOCK,FALSE,,55.52,RULE_BASED,
TASK_000494,AST_000008,TRD,REPAIR,REPAIR,SEC_008,LOC_008,Synthetic feeder maintenance activity,2026-06-21,2026-10-29,240,PENDING,88.0,0.0,48.8,TRUE,43.0,MEDIUM,POWER_BLOCK,FALSE,DEF_000087,43.0,RULE_BASED,
TASK_000495,AST_000015,S&T,REPLACEMENT,REPLACEMENT,SEC_005,LOC_005,Synthetic relay maintenance activity,2026-05-26,2026-10-16,90,SCHEDULED,53.9,14.6,18.3,TRUE,27.82,LOW,SIGNAL_BLOCK,FALSE,DEF_000224,27.82,RULE_BASED,
TASK_000496,AST_000022,ENGINEERING,TESTING,TESTING,SEC_002,LOC_002,Synthetic turnout maintenance activity,2026-07-24,2026-10-24,150,COMPLETED,76.5,100.0,24.9,FALSE,63.0,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000161,63.0,RULE_BASED,
TASK_000497,AST_000029,TRD,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_009,LOC_010,Synthetic switching_equipment maintenance activity,2026-07-27,2026-10-09,90,SCHEDULED,88.2,59.6,44.6,TRUE,59.9,MEDIUM,POWER_BLOCK,FALSE,,59.9,RULE_BASED,
TASK_000498,AST_000036,S&T,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_006,LOC_007,Synthetic signal maintenance activity,2026-07-24,2026-10-26,30,COMPLETED,78.2,10.9,73.5,FALSE,49.02,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000285,49.02,RULE_BASED,
TASK_000499,AST_000043,ENGINEERING,INSPECTION,INSPECTION,SEC_003,LOC_004,Synthetic turnout maintenance activity,2026-05-17,2026-10-27,120,PENDING,70.1,17.5,37.0,TRUE,39.03,LOW,TRAFFIC_BLOCK,FALSE,,39.03,RULE_BASED,
TASK_000500,AST_000050,TRD,REPAIR,REPAIR,SEC_010,LOC_005,Synthetic feeder maintenance activity,2026-05-20,2026-09-15,120,CANCELLED,88.2,100.0,40.4,FALSE,70.97,HIGH,POWER_BLOCK,FALSE,DEF_000159,70.97,RULE_BASED,
